Player,Pos,Age,Tm,PER,BPM,WS/48,VORP,TS%,FG%,eFG%,3P%,2P%,FT%,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,OBPM,DBPM,PPG,APG,RPG,SPG,BPG,TPG,FPG
Wes Iwundu,SF,26.0,DAL,4.3,-6.4,-0.01,-0.3,0.43,0.33,0.36,0.12,0.48,0.84,34,102,5.0,41.0,29,61,26,31,15.0,75.0,0.4,0.3,3.1,15.2,9.15,4.15,1.3,0.7,13.9,10.85,-0.25,0.25,0.0,-6.15,-0.35,2.41,0.44,2.2,0.37,0.1,0.46,1.2
Wesley Matthews,SG,34.0,LAL,7.2,-1.7,0.07,0.1,0.52,0.35,0.48,0.34,0.42,0.85,89,252,66.0,197.0,23,55,35,41,20.0,73.0,0.78,0.16,2.0,7.2,4.6,6.3,1.6,1.3,8.8,11.4,0.2,1.5,1.7,-3.1,1.4,4.81,0.93,1.6,0.66,0.29,0.45,1.38
Will Barton,SF,30.0,DEN,11.8,-1.9,0.06,0.1,0.54,0.43,0.51,0.38,0.46,0.78,259,608,98.0,257.0,161,351,95,121,39.0,187.0,0.42,0.2,2.6,12.2,7.4,14.1,1.4,1.3,12.7,19.0,0.7,1.5,2.2,-1.0,-0.8,12.7,3.23,4.04,0.89,0.41,1.71,1.7
Willie Cauley-Stein,C,27.0,DAL,14.3,-1.3,0.15,0.2,0.65,0.63,0.64,0.09,0.67,0.63,115,182,1.0,11.0,114,171,49,78,66.0,170.0,0.06,0.43,8.1,20.5,14.3,5.3,1.1,4.4,11.8,12.0,1.6,1.2,2.8,-2.2,0.9,5.28,0.66,4.45,0.4,0.81,0.55,2.43
Willy Hernangómez,C,26.0,NOP,19.6,0.0,0.16,0.4,0.59,0.56,0.56,0.1,0.58,0.67,151,268,1.0,10.0,150,258,62,93,117.0,217.0,0.04,0.35,15.0,27.8,21.4,8.5,1.2,2.6,9.9,17.0,1.9,1.0,2.9,1.0,-1.0,7.77,1.06,7.11,0.47,0.49,0.72,1.45
Xavier Tillman Sr.,PF,22.0,MEM,14.7,-0.2,0.13,0.5,0.6,0.56,0.6,0.34,0.62,0.64,167,299,22.0,65.0,145,234,34,53,74.0,182.0,0.22,0.18,7.2,18.0,12.5,9.4,1.9,2.7,12.3,14.3,1.4,1.5,2.9,-1.3,1.1,6.61,1.27,4.34,0.75,0.56,0.76,1.97
Yogi Ferrell,PG,27.0,LAC,15.3,0.7,0.15,0.1,0.47,0.33,0.42,0.32,0.35,1.0,12,36,6.0,19.0,6,17,7,7,2.0,10.0,0.53,0.19,2.4,11.4,7.0,23.7,2.1,1.9,0.0,18.0,0.2,0.1,0.3,0.0,0.7,4.62,2.12,1.5,0.5,0.25,0.0,0.88
Yuta Watanabe,SF,26.0,TOR,12.2,-0.7,0.1,0.2,0.56,0.44,0.54,0.4,0.48,0.83,79,180,36.0,90.0,43,90,24,29,36.0,123.0,0.5,0.16,5.3,19.4,12.1,7.7,1.7,2.6,9.0,12.7,0.7,0.8,1.5,-1.1,0.5,4.36,0.8,3.18,0.52,0.38,0.38,1.14
Zach LaVine,SG,25.0,CHI,21.5,4.0,0.14,3.1,0.63,0.51,0.6,0.42,0.57,0.85,569,1123,200.0,477.0,369,646,253,298,36.0,253.0,0.42,0.26,2.0,13.6,7.9,23.4,1.1,1.2,13.9,31.0,4.0,1.8,5.9,4.9,-0.8,27.43,4.86,4.98,0.79,0.47,3.5,2.38
Zeke Nnaji,PF,20.0,DEN,11.3,-1.7,0.1,0.0,0.62,0.48,0.6,0.41,0.58,0.8,50,104,24.0,59.0,26,45,12,15,14.0,51.0,0.57,0.14,4.0,14.5,9.3,3.3,1.0,1.0,6.0,12.9,0.6,0.3,0.9,-0.6,-1.1,3.24,0.24,1.55,0.19,0.1,0.17,0.69
Zion Williamson,PF,20.0,NOP,27.1,5.8,0.2,4.0,0.65,0.61,0.62,0.29,0.62,0.7,634,1037,10.0,34.0,624,1003,369,529,167.0,274.0,0.03,0.51,8.9,14.7,11.8,19.7,1.3,1.8,11.6,29.8,7.1,1.6,8.7,6.1,-0.3,27.0,3.7,7.23,0.93,0.64,2.74,2.21
